name,board_functions_policy,board_structure_policy,board_independence_policy,esg_reporting_scope,csr_sustainability_committee,board_gender_diversity,executive_members_gender_diversity,succession_plan,tax_transparency_policy,sdg_goal_7,sdg_goal_8,sdg_goal_11,sdg_goals_12,sdg_goal_13
Bolsa de Valores de Colombia SA,FALSE,TRUE,TRUE,100.00%,TRUE,23.08%,27.27%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
MCB Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,33.33%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Pinnacle Investment Management Group Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
International Personal Finance PLC,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,0.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Is Yatirim Menkul Degerler AS,TRUE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Bank Alfalah Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
PennyMac Financial Services Inc,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Busey Corp,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Capital Securities Corp,FALSE,TRUE,TRUE,100.00%,TRUE,27.27%,33.33%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Jiangxi Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,36.36%,22.22%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank Danamon Indonesia Tbk PT,TRUE,TRUE,TRUE,100.00%,TRUE,16.67%,10.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Corporacion Financiera de Desarrollo SA,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,45.45%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Banco del Bajio SA Institucion de Banca Multiple,FALSE,TRUE,TRUE,100.00%,TRUE,17.65%,14.29%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Aozora Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mediobanca Banca di Credito Finanziario SpA,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,20.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AEON Credit Service (M) Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Avanza Bank Holding AB,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,50.00%,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Caida Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,23.08%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Dnb Bank ASA,FALSE,TRUE,TRUE,100.00%,TRUE,60.00%,42.86%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
China Everbright Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,16.67%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Chongqing Rural Commercial Bank Co Ltd,FALSE,TRUE,TRUE,51.00%,TRUE,30.00%,33.33%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
BFF Bank SpA,FALSE,TRUE,TRUE,100.00%,TRUE,44.44%,0.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shanxi Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,18.18%,25.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bank of Cyprus Holdings PLC,TRUE,TRUE,TRUE,51.00%,TRUE,44.44%,37.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Krungthai Card PCL,TRUE,TRUE,TRUE,100.00%,TRUE,37.50%,47.06%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Marketaxess Holdings Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Shanghai Rural Commercial Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,31.25%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Intermediate Capital Group PLC,TRUE,TRUE,FALSE,,TRUE,41.67%,25.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Swissquote Group Holding SA,FALSE,TRUE,FALSE,45.45%,TRUE,37.50%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Aladin Syariah Tbk PT,FALSE,TRUE,FALSE,100.00%,TRUE,33.33%,50.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Arion banki hf,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,33.33%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Huaan Securities Co Ltd,FALSE,TRUE,TRUE,76.33%,TRUE,30.00%,20.00%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
First Horizon Corp,TRUE,TRUE,TRUE,100.00%,TRUE,35.71%,41.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Concordia Financial Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Rce Capital Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,50.00%,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
China Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,15.38%,0.00%,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
NZX Ltd,TRUE,TRUE,TRUE,100.00%,FALSE,57.14%,38.46%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Islandsbanki hf,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,57.14%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Attijariwafa Bank SA,FALSE,TRUE,TRUE,38.74%,TRUE,9.09%,12.50%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Hong Leong Financial Group Bhd,FALSE,TRUE,TRUE,100.00%,TRUE,57.14%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Industrial Bank Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,15.38%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Webster Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,40.00%,20.00%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Qatar Islamic Bank QPSC,TRUE,TRUE,TRUE,94.00%,TRUE,0.00%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Bank of Guizhou Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,20.00%,10.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
AVIC Industry Finance Holdings Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pacific Premier Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,36.36%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yamaguchi Financial Group Inc,FALSE,TRUE,FALSE,100.00%,TRUE,27.27%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Ireland Group PLC,TRUE,TRUE,FALSE,100.00%,TRUE,36.36%,30.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Bank of Zhengzhou Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cembra Money Bank AG,FALSE,TRUE,TRUE,100.00%,TRUE,28.57%,14.29%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
China CITIC Financial Asset Management Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,18.18%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ujjivan Small Finance Bank Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,36.36%,7.14%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resurs Holding AB (publ),TRUE,TRUE,TRUE,100.00%,TRUE,42.86%,16.67%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
First Financial Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Westwood Holdings Group Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NH Investment & Securities Co Ltd,TRUE,TRUE,TRUE,51.00%,TRUE,12.50%,7.32%,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Acadian Asset Management Inc,TRUE,TRUE,FALSE,,TRUE,20.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
China Minsheng Banking Corp Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,5.00%,18.18%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Axactor ASA,FALSE,TRUE,TRUE,100.00%,FALSE,40.00%,33.33%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
China Merchants Bank Co Ltd,FALSE,TRUE,TRUE,94.11%,TRUE,0.00%,15.38%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Pensionbee Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,57.14%,45.45%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Amundi SA,FALSE,TRUE,FALSE,49.69%,TRUE,50.00%,36.36%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Investec PLC,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Ratos AB,FALSE,TRUE,FALSE,1.00%,TRUE,33.33%,16.67%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
TMBThanachart Bank PCL,TRUE,TRUE,TRUE,100.00%,TRUE,21.43%,42.86%,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Al Ahli Bank of Kuwait KSCP,TRUE,TRUE,TRUE,100.00%,FALSE,0.00%,22.22%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
China International Capital Corp Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,11.11%,6.67%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FNB Corp,TRUE,TRUE,TRUE,100.00%,FALSE,27.27%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fulton Financial Corp,FALSE,TRUE,TRUE,51.00%,FALSE,36.36%,60.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Fleetpartners Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,25.00%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
MLP SE,FALSE,TRUE,FALSE,100.00%,TRUE,42.86%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Qnb Bank AS,TRUE,TRUE,FALSE,100.00%,TRUE,27.27%,23.53%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
JSE Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,60.00%,70.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cholamandalam Investment and Finance Company Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Shanghai Co Ltd,FALSE,TRUE,TRUE,96.47%,TRUE,11.76%,28.57%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Raymond James Financial Inc,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,6.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Ayudhya PCL,FALSE,TRUE,TRUE,24.49%,TRUE,25.00%,37.04%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
EQT AB,FALSE,TRUE,FALSE,100.00%,TRUE,37.50%,28.57%,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Bank of East Asia Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,5.88%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Industrial and Commercial Bank of China Ltd,FALSE,TRUE,TRUE,88.10%,TRUE,15.38%,10.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Korea Investment Holdings Co Ltd,TRUE,TRUE,TRUE,51.00%,TRUE,16.67%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
ASX Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,50.00%,42.86%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Nanjing Co Ltd,TRUE,TRUE,TRUE,87.24%,FALSE,40.00%,8.33%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TP ICAP Group PLC,TRUE,TRUE,FALSE,100.00%,TRUE,40.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Credit Immobilier et Hotelier SA,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,0.00%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CreditAccess Grameen Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,5.88%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Luzerner Kantonalbank AG,FALSE,TRUE,FALSE,100.00%,TRUE,33.33%,0.00%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Valley National Bancorp,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Foresight Group Holdings Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,12.50%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sparebank 1 Ostlandet,FALSE,TRUE,FALSE,100.00%,TRUE,60.00%,40.00%,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Synchrony Financial,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
China Galaxy Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Itausa SA,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Home First Finance Company India Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Harbin Bank Co Ltd,FALSE,TRUE,FALSE,100.00%,FALSE,0.00%,15.38%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Unicaja Banco SA,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,17.65%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Diamond Hill Investment Group Inc,TRUE,TRUE,TRUE,,FALSE,50.00%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Japan Post Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,9.09%,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Ramsdens Holdings PLC,FALSE,TRUE,FALSE,100.00%,TRUE,20.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saudi National Bank SJSC,TRUE,TRUE,TRUE,100.00%,TRUE,9.09%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Hongta Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,44.44%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Ningbo Co Ltd,FALSE,TRUE,TRUE,17.71%,FALSE,21.43%,12.50%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Independent Bank Corp (Massachusetts),TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Samsung Card Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,14.29%,12.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bar Harbor Bankshares,FALSE,TRUE,TRUE,100.00%,TRUE,36.36%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flow Traders Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,37.50%,14.29%,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
SBI Cards and Payment Services Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,35.29%,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Can Fin Homes Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,14.29%,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Macquarie Bank Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,45.45%,50.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DCB Bank Ltd,TRUE,TRUE,FALSE,99.40%,TRUE,0.00%,8.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Intercontinental Exchange Inc,TRUE,TRUE,TRUE,100.00%,TRUE,60.00%,11.11%,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Shriram Finance Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,11.11%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ecobank Transnational Incorporated SA,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,20.00%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Scotiabank Peru SAA,FALSE,TRUE,TRUE,,TRUE,28.57%,27.27%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Guangzhou Yuexiu Capital Holdings Group Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Cholamandalam Financial Holdings Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Washington Trust Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ratchthani Leasing PCL,TRUE,TRUE,TRUE,100.00%,TRUE,16.67%,11.11%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Charles Schwab Corp,TRUE,TRUE,TRUE,100.00%,TRUE,29.41%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
McMillan Shakespeare Ltd,FALSE,TRUE,TRUE,92.79%,TRUE,42.86%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Hawaiian Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Jago Tbk PT,FALSE,TRUE,FALSE,100.00%,FALSE,25.00%,28.57%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Molten Ventures PLC,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,0.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Banner Corp,TRUE,TRUE,TRUE,100.00%,TRUE,36.36%,42.86%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Credito Emiliano SpA,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,13.33%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
China Construction Bank Corp,FALSE,TRUE,TRUE,100.00%,TRUE,18.75%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bajaj Finserv Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,5.88%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Piper Sandler Companies,TRUE,TRUE,TRUE,100.00%,TRUE,30.00%,25.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Stanbic Uganda Holdings Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,28.57%,37.50%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pathward Financial Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,20.00%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
China Development Bank Financial Leasing Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,30.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Discover Financial Services,TRUE,TRUE,TRUE,100.00%,TRUE,38.46%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MBH Bank Nyrt,FALSE,TRUE,FALSE,100.00%,TRUE,25.00%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HarborOne Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gulf Bank KSCP,TRUE,TRUE,FALSE,100.00%,TRUE,9.09%,23.08%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northeast Securities Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,15.38%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IG Group Holdings PLC,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,50.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Walker & Dunlop Inc,TRUE,TRUE,TRUE,100.00%,TRUE,25.00%,16.67%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Apollo Global Management Inc,TRUE,TRUE,TRUE,100.00%,TRUE,31.25%,0.00%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Corporacion Financiera Alba SA,FALSE,TRUE,TRUE,100.00%,TRUE,40.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Halyk Bank AO,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,22.22%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
GF Securities Co Ltd,FALSE,TRUE,TRUE,84.25%,TRUE,18.18%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Jiujiang Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,18.18%,7.14%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Australian Finance Group Ltd,FALSE,TRUE,TRUE,,TRUE,33.33%,40.00%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Berkshire Hills Bancorp Inc,TRUE,TRUE,TRUE,100.00%,TRUE,38.46%,29.41%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Centuria Capital Group,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REC Limited,FALSE,TRUE,TRUE,100.00%,TRUE,22.22%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UMB Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,27.27%,35.71%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Corporacion Financiera Colombiana SA,FALSE,TRUE,TRUE,100.00%,TRUE,28.57%,42.11%,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Enterprise Financial Services Corp,TRUE,TRUE,TRUE,,TRUE,35.71%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LH Financial Group PCL,TRUE,TRUE,TRUE,100.00%,TRUE,9.09%,37.50%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
TMX Group Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Encore Capital Group Inc,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Matba Rofex SA,FALSE,TRUE,FALSE,100.00%,TRUE,13.33%,21.43%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
First Business Financial Services Inc,TRUE,TRUE,TRUE,100.00%,TRUE,30.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Japan Exchange Group Inc,FALSE,TRUE,TRUE,100.00%,TRUE,13.33%,7.69%,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
OceanFirst Financial Corp,TRUE,TRUE,TRUE,100.00%,TRUE,26.67%,18.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNPC Capital Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Fuyo General Lease Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
BROOKFIELD ASSET MANAGEMENT LTD,TRUE,TRUE,TRUE,100.00%,TRUE,33.33%,10.00%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
United Community Banks Inc,TRUE,TRUE,TRUE,100.00%,FALSE,16.67%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BankUnited Inc,TRUE,TRUE,TRUE,,TRUE,40.00%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brooks Macdonald Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,30.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Karur Vysya Bank Ltd,TRUE,TRUE,FALSE,100.00%,TRUE,12.50%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Antin Infrastructure Partners SAS,FALSE,TRUE,TRUE,100.00%,TRUE,42.86%,15.63%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Bank Ozk,TRUE,TRUE,TRUE,,TRUE,30.77%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
