name,board_functions_policy,board_structure_policy,board_independence_policy,esg_reporting_scope,csr_sustainability_committee,board_gender_diversity,executive_members_gender_diversity,succession_plan,tax_transparency_policy,sdg_goal_7,sdg_goal_8,sdg_goal_11,sdg_goals_12,sdg_goal_13
Salafin SA,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Union Bank of India Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,12.50%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
AGF Management Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,37.50%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Heartland Group Holdings Ltd,TRUE,TRUE,TRUE,,FALSE,40.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business First Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,11.76%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Infratil Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,37.50%,26.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MVB Financial Corp,TRUE,TRUE,FALSE,,FALSE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
United Bankshares Inc,TRUE,TRUE,TRUE,,FALSE,21.43%,21.43%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OFG Bancorp,TRUE,TRUE,TRUE,,FALSE,25.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sparebank 1 Nord-Norge,FALSE,TRUE,TRUE,100.00%,FALSE,55.56%,55.56%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Aptus Value Housing Finance India Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,10.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Federal Agricultural Mortgage Corp,FALSE,TRUE,TRUE,,TRUE,20.00%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mebuki Financial Group Inc,FALSE,TRUE,FALSE,51.00%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Enova International Inc,TRUE,TRUE,TRUE,,FALSE,22.22%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
goeasy Ltd,TRUE,TRUE,TRUE,,FALSE,30.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lufax Holding Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,11.11%,16.67%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Main Street Capital Corp,TRUE,TRUE,TRUE,,FALSE,14.29%,7.69%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Prosperity Bancshares Inc,TRUE,TRUE,TRUE,100.00%,TRUE,21.43%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Provident Financial Services Inc,TRUE,TRUE,TRUE,,TRUE,18.18%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue Owl Capital Inc,FALSE,TRUE,TRUE,100.00%,TRUE,30.00%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mizuho Leasing Co Ltd,FALSE,TRUE,FALSE,41.45%,TRUE,9.09%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Franklin Financial Services Corp,TRUE,TRUE,TRUE,,FALSE,9.09%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gold Royalty Corp,TRUE,TRUE,TRUE,100.00%,TRUE,28.57%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
ASA International Group PLC,FALSE,TRUE,TRUE,100.00%,TRUE,33.33%,11.11%,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
JAFCO Group Co Ltd,FALSE,TRUE,TRUE,,FALSE,14.29%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Xiamen Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,15.38%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UCO Bank,FALSE,TRUE,FALSE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Maharashtra Ltd,FALSE,TRUE,TRUE,,TRUE,0.00%,12.50%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Indian Energy Exchange Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,14.29%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cadence Bank,TRUE,TRUE,TRUE,100.00%,FALSE,33.33%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WaFd Inc,TRUE,TRUE,TRUE,100.00%,FALSE,20.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Independent Bank Corp (Michigan),TRUE,TRUE,TRUE,,FALSE,27.27%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Jiangsu Co Ltd,TRUE,TRUE,TRUE,51.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle Bancorp Montana Inc,FALSE,TRUE,TRUE,,FALSE,41.67%,66.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saudi Awwal Bank SJSC,FALSE,TRUE,FALSE,100.00%,TRUE,9.09%,33.33%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bank of Lanzhou Co Ltd,FALSE,TRUE,TRUE,51.00%,TRUE,14.29%,12.50%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northfield Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First of Long Island Corp,TRUE,TRUE,TRUE,,FALSE,23.08%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank First Corp,TRUE,TRUE,TRUE,,FALSE,30.00%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Bancorp (North Carolina),TRUE,TRUE,TRUE,,FALSE,25.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mortgage Advice Bureau (Holdings) PLC,FALSE,TRUE,TRUE,,FALSE,28.57%,33.33%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Meridian Corp,TRUE,TRUE,TRUE,,FALSE,25.00%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nelnet Inc,TRUE,TRUE,TRUE,,FALSE,44.44%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Foresight Environmental Infrastructure Ltd,FALSE,TRUE,TRUE,,TRUE,42.86%,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Faisal Islamic Bank of Egypt SAE,TRUE,FALSE,FALSE,100.00%,FALSE,0.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
First Western Financial Inc,TRUE,TRUE,TRUE,,FALSE,10.00%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chemung Financial Corp,TRUE,TRUE,TRUE,,FALSE,7.69%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aeon Thana Sinsap Thailand PCL,FALSE,TRUE,FALSE,100.00%,FALSE,16.67%,31.25%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Peoples Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,38.46%,10.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Huishang Bank Corp Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,18.75%,16.67%,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Magellan Financial Group Ltd,FALSE,TRUE,TRUE,,FALSE,16.67%,60.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brookline Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BayCom Corp,TRUE,TRUE,TRUE,,FALSE,33.33%,66.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Old Point Financial Corp,TRUE,TRUE,FALSE,,FALSE,25.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peoples Financial Services Corp,TRUE,TRUE,TRUE,,FALSE,25.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corporacion Actinver SAB de CV,TRUE,TRUE,TRUE,,FALSE,0.00%,16.67%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guaranty Trust Holding Company PLC,TRUE,TRUE,TRUE,100.00%,FALSE,33.33%,33.90%,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Tata Investment Corporation Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,12.50%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shengjing Bank Co Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,13.33%,18.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guardian Capital Group Ltd,TRUE,TRUE,TRUE,,FALSE,11.11%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TrustCo Bank Corp NY,TRUE,TRUE,TRUE,,FALSE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Alaris Equity Partners Income Trust,FALSE,TRUE,TRUE,,FALSE,33.33%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HarbourVest Global Private Equity Ltd,FALSE,TRUE,TRUE,,TRUE,57.14%,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First International Bank of Israel Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,20.00%,30.77%,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
dfcu Ltd,TRUE,TRUE,TRUE,100.00%,TRUE,40.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
StepStone Group Inc,TRUE,TRUE,TRUE,100.00%,FALSE,22.22%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Fidelity D&D Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,11.11%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNB Financial Corp,TRUE,TRUE,TRUE,,FALSE,16.67%,38.46%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guaranty Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,9.09%,40.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sprott Inc,TRUE,TRUE,TRUE,,TRUE,50.00%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Timberland Bancorp Inc,TRUE,TRUE,FALSE,,FALSE,50.00%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canara Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,16.67%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFG Bank SA,FALSE,TRUE,TRUE,100.00%,FALSE,25.00%,22.22%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
German American Bancorp Inc,TRUE,TRUE,TRUE,100.00%,FALSE,33.33%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jinshang Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,16.67%,12.50%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Civista Bancshares Inc,TRUE,TRUE,FALSE,,FALSE,30.77%,9.09%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Acom Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
SICO BSC C,TRUE,TRUE,TRUE,100.00%,FALSE,44.44%,28.13%,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Metrocity Bankshares Inc,TRUE,TRUE,TRUE,,FALSE,8.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Hangzhou Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,7.69%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Compagnie Financiere Tradition SA,FALSE,FALSE,FALSE,,FALSE,0.00%,14.29%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CI Financial Corp,FALSE,TRUE,TRUE,,TRUE,28.57%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1st Source Corp,TRUE,TRUE,TRUE,,FALSE,18.18%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of India Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,11.11%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Nizwa SAOG,TRUE,TRUE,FALSE,,FALSE,0.00%,7.69%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navigator Global Investments Ltd,FALSE,TRUE,TRUE,,FALSE,40.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of Guiyang Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,25.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hills Bancorp,TRUE,TRUE,TRUE,,FALSE,41.67%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BCB Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,9.09%,12.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Midwestone Financial Group Inc (IOWA),TRUE,TRUE,TRUE,,FALSE,30.77%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fiera Capital Corp,FALSE,TRUE,TRUE,,TRUE,20.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SouthState Corp,TRUE,TRUE,TRUE,100.00%,FALSE,18.18%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Home BancShares Inc,TRUE,TRUE,TRUE,100.00%,TRUE,12.50%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Old Second Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,16.67%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BancFirst Corp,FALSE,TRUE,TRUE,,TRUE,22.22%,20.00%,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
First Community Corp (South Carolina),TRUE,TRUE,TRUE,,TRUE,25.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Khaleeji Bank BSC,TRUE,TRUE,FALSE,,FALSE,0.00%,21.05%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bankwell Financial Group Inc,TRUE,TRUE,TRUE,,FALSE,18.18%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Safwa Islamic Bank PSC,TRUE,TRUE,TRUE,100.00%,TRUE,9.09%,15.38%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Hope Bancorp Inc,TRUE,TRUE,TRUE,,TRUE,27.27%,37.50%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Omni Bridgeway Ltd,TRUE,TRUE,TRUE,100.00%,FALSE,33.33%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FTAI Aviation Ltd,TRUE,TRUE,TRUE,,FALSE,14.29%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Equity Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,18.18%,22.22%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WSFS Financial Corp,TRUE,TRUE,TRUE,,FALSE,41.67%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank7 Corp,TRUE,TRUE,TRUE,,FALSE,12.50%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Western New England Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,30.00%,30.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Silvercrest Asset Management Group Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hong Leong Finance Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,20.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Japan Securities Finance Co Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
S&U PLC,FALSE,TRUE,FALSE,,FALSE,0.00%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Founder Securities Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,22.22%,8.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ahli Bank QPSC,TRUE,TRUE,TRUE,100.00%,FALSE,0.00%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Premier Financial Corp (OHIO),TRUE,TRUE,TRUE,,TRUE,21.43%,38.46%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Park National Corp,FALSE,TRUE,TRUE,,FALSE,7.69%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FirstRand Bank Ltd,FALSE,TRUE,FALSE,,TRUE,28.57%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WesBanco Inc,FALSE,TRUE,TRUE,,FALSE,23.53%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citizens & Northern Corp,TRUE,TRUE,TRUE,,FALSE,36.36%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Al Waha Capital PJSC,FALSE,TRUE,TRUE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
First Capital Inc,FALSE,TRUE,TRUE,,FALSE,46.15%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank of XiAn Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,0.00%,18.18%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Srisawad Corporation PCL,TRUE,TRUE,TRUE,100.00%,TRUE,7.14%,42.86%,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Patria Investments Ltd,FALSE,TRUE,FALSE,,TRUE,25.00%,15.38%,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Moltiply Group SpA,FALSE,TRUE,TRUE,100.00%,FALSE,30.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Samba Bank Ltd,FALSE,FALSE,FALSE,,FALSE,22.22%,8.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qilu Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,15.38%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fukuoka Financial Group Inc,FALSE,TRUE,TRUE,100.00%,TRUE,8.33%,0.00%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Preferred Bank,TRUE,TRUE,TRUE,,FALSE,12.50%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Foeroya Banki P/F,FALSE,TRUE,FALSE,100.00%,TRUE,40.00%,100.00%,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
SBI Holdings Inc,FALSE,TRUE,FALSE,81.56%,FALSE,13.33%,12.50%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Orange County Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,27.27%,18.18%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KDB Tifa Finance Tbk PT,FALSE,TRUE,TRUE,100.00%,FALSE,0.00%,60.00%,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Bank Aljazira SJSC,FALSE,FALSE,FALSE,100.00%,TRUE,0.00%,0.00%,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
USCB Financial Holdings Inc,TRUE,TRUE,TRUE,,TRUE,22.22%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
J-Yuan Trust Co Ltd,FALSE,TRUE,TRUE,,FALSE,0.00%,12.50%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Westamerica Bancorp,FALSE,TRUE,TRUE,,FALSE,57.14%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESSA Bancorp Inc,TRUE,TRUE,FALSE,,FALSE,44.44%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LendingClub Corp,TRUE,TRUE,TRUE,,FALSE,30.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shizuoka Financial Group Inc,FALSE,FALSE,FALSE,100.00%,FALSE,20.00%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Greene County Bancorp Inc,FALSE,TRUE,TRUE,,FALSE,12.50%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Punjab National Bank,FALSE,TRUE,TRUE,100.00%,TRUE,8.33%,14.29%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Southern Missouri Bancorp Inc,FALSE,TRUE,FALSE,,FALSE,8.33%,15.38%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Merchants Corp,TRUE,TRUE,TRUE,,TRUE,13.33%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAS Financial Services Ltd,FALSE,TRUE,TRUE,,TRUE,33.33%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Primis Financial Corp,TRUE,TRUE,TRUE,,TRUE,10.00%,20.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moelis & Co,TRUE,TRUE,TRUE,100.00%,FALSE,20.00%,14.29%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Masraf Al Rayan QPSC,TRUE,TRUE,TRUE,,FALSE,0.00%,10.53%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HBT Financial Inc,TRUE,TRUE,TRUE,,FALSE,11.11%,28.57%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Esquire Financial Holdings Inc,TRUE,TRUE,FALSE,,FALSE,0.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Landmark Bancorp Inc,TRUE,TRUE,TRUE,,FALSE,25.00%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dlala Brokerage and Investment Holding Co QPSC,TRUE,TRUE,TRUE,,FALSE,8.33%,25.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mutares SE & Co KgaA,FALSE,TRUE,TRUE,100.00%,FALSE,25.00%,0.00%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Blue Owl Capital Corp,TRUE,TRUE,TRUE,,FALSE,16.67%,50.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Provident Bancorp Inc (Maryland),TRUE,TRUE,TRUE,,FALSE,50.00%,33.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Onity Group Inc,TRUE,TRUE,TRUE,,FALSE,28.57%,11.11%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Future Generation Australia Ltd,FALSE,TRUE,TRUE,,FALSE,28.57%,33.33%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hachijuni Bank Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,20.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Housing and Urban Development Corporation Ltd,FALSE,TRUE,TRUE,100.00%,TRUE,12.50%,30.43%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Central Bank of India Ltd,FALSE,FALSE,FALSE,100.00%,TRUE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Banque Cantonale de Geneve,FALSE,TRUE,FALSE,100.00%,FALSE,36.36%,27.27%,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Eastern Bankshares Inc,TRUE,TRUE,TRUE,100.00%,FALSE,35.29%,38.46%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wuxi Rural Commercial Bank Co Ltd,FALSE,TRUE,TRUE,100.00%,FALSE,33.33%,27.27%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Provident Financial Holdings Inc,TRUE,TRUE,TRUE,,FALSE,42.86%,20.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kyushu Financial Group Inc,FALSE,TRUE,FALSE,100.00%,TRUE,6.25%,0.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Shore Bancshares Inc,TRUE,TRUE,TRUE,,FALSE,20.00%,44.44%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Security National Financial Corp,TRUE,TRUE,TRUE,,FALSE,20.00%,0.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peoples Bancorp of North Carolina Inc,FALSE,TRUE,FALSE,,FALSE,9.09%,16.67%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Consumer Portfolio Services Inc,FALSE,TRUE,TRUE,,FALSE,0.00%,53.85%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bank Amar Indonesia PT,FALSE,TRUE,FALSE,100.00%,FALSE,33.33%,21.74%,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Gunma Bank Ltd,FALSE,TRUE,FALSE,100.00%,TRUE,11.11%,5.00%,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Houlihan Lokey Inc,TRUE,TRUE,TRUE,100.00%,FALSE,27.27%,0.00%,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Arrow Financial Corp,FALSE,TRUE,TRUE,,FALSE,20.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
X Financial,TRUE,TRUE,TRUE,,FALSE,0.00%,0.00%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
